Removed Pin From Net: NetName=NetQ3_1 Pin=R20-1
Removed Pin From Net: NetName=NetQ7_3 Pin=R21-2
Removed Pin From Net: NetName=NetQ5_1 Pin=R22-1
Removed Pin From Net: NetName=NetQ3_1 Pin=R23-2
Removed Pin From Net: NetName=NetQ6_1 Pin=R24-2
Removed Pin From Net: NetName=NetQ5_1 Pin=R25-2
Removed Pin From Net: NetName=NetQ7_1 Pin=R25-2
Removed Pin From Net: NetName=NetQ5_3 Pin=R26-1
Change Footprint: Footprint Not Found FP-SS8050-G-MFG
Change Component Comment : Designator=Q6 Old Comment=MMSS8550-H-TP New Comment=SS8050-G
Change Component Designator: OldDesignator=C21 NewDesignator=C1
Change Component Designator: OldDesignator=C22 NewDesignator=C2
Change Component Designator: OldDesignator=C23 NewDesignator=C3
Change Component Designator: OldDesignator=C24 NewDesignator=C5
Change Component Designator: OldDesignator=C25 NewDesignator=C4
Change Component Designator: OldDesignator=C26 NewDesignator=C8
Change Component Designator: OldDesignator=C27 NewDesignator=C6
Change Component Designator: OldDesignator=C28 NewDesignator=C7
Change Component Designator: OldDesignator=C29 NewDesignator=C9
Change Component Designator: OldDesignator=C30 NewDesignator=C10
Change Component Designator: OldDesignator=C31 NewDesignator=C11
Change Component Designator: OldDesignator=C32 NewDesignator=C12
Change Component Designator: OldDesignator=C33 NewDesignator=C13
Change Component Designator: OldDesignator=C34 NewDesignator=C14
Change Component Designator: OldDesignator=C35 NewDesignator=C15
Change Component Designator: OldDesignator=C36 NewDesignator=C16
Change Component Designator: OldDesignator=C37 NewDesignator=C17
Change Component Designator: OldDesignator=C38 NewDesignator=C18
Change Component Designator: OldDesignator=C39 NewDesignator=C19
Change Component Designator: OldDesignator=C40 NewDesignator=C20
Change Component Designator: OldDesignator=C41 NewDesignator=C21
Change Component Designator: OldDesignator=C42 NewDesignator=C22
Change Component Designator: OldDesignator=C43 NewDesignator=C23
Change Component Designator: OldDesignator=C44 NewDesignator=C24
Change Component Designator: OldDesignator=C45 NewDesignator=C25
Change Component Designator: OldDesignator=C46 NewDesignator=C26
Change Component Designator: OldDesignator=C47 NewDesignator=C27
Change Component Designator: OldDesignator=C48 NewDesignator=C29
Change Component Designator: OldDesignator=C49 NewDesignator=C31
Change Component Designator: OldDesignator=C50 NewDesignator=C32
Change Component Designator: OldDesignator=C51 NewDesignator=C33
Change Component Designator: OldDesignator=C52 NewDesignator=C34
Change Component Designator: OldDesignator=C53 NewDesignator=C35
Change Component Designator: OldDesignator=C54 NewDesignator=C28
Change Component Designator: OldDesignator=C55 NewDesignator=C30
Change Component Designator: OldDesignator=D2 NewDesignator=D1
Change Component Designator: OldDesignator=D3 NewDesignator=D2
Change Component Designator: OldDesignator=D4 NewDesignator=D3
Change Component Designator: OldDesignator=DD? NewDesignator=DD1
Change Component Designator: OldDesignator=L6 NewDesignator=L4
Change Component Designator: OldDesignator=L7 NewDesignator=L3
Change Component Designator: OldDesignator=L8 NewDesignator=L2
Change Component Designator: OldDesignator=L9 NewDesignator=L1
Change Component Designator: OldDesignator=R20 NewDesignator=R4
Change Component Designator: OldDesignator=R21 NewDesignator=R9
Change Component Designator: OldDesignator=R21 NewDesignator=R14
Change Component Designator: OldDesignator=R22 NewDesignator=R19
Change Component Designator: OldDesignator=R23 NewDesignator=R5
Change Component Designator: OldDesignator=R23 NewDesignator=R17
Change Component Designator: OldDesignator=R24 NewDesignator=R1
Change Component Designator: OldDesignator=R24 NewDesignator=R10
Change Component Designator: OldDesignator=R24 NewDesignator=R12
Change Component Designator: OldDesignator=R24 NewDesignator=R15
Change Component Designator: OldDesignator=R25 NewDesignator=R3
Change Component Designator: OldDesignator=R25 NewDesignator=R6
Change Component Designator: OldDesignator=R25 NewDesignator=R7
Change Component Designator: OldDesignator=R25 NewDesignator=R11
Change Component Designator: OldDesignator=R25 NewDesignator=R20
Change Component Designator: OldDesignator=R26 NewDesignator=R2
Change Component Designator: OldDesignator=R26 NewDesignator=R8
Change Component Designator: OldDesignator=R26 NewDesignator=R13
Change Component Designator: OldDesignator=R26 NewDesignator=R16
Change Component Designator: OldDesignator=R27 NewDesignator=R18
Change Component Designator: OldDesignator=R43 NewDesignator=R21
Change Component Designator: OldDesignator=R44 NewDesignator=R22
Change Component Designator: OldDesignator=R45 NewDesignator=R23
Change Component Designator: OldDesignator=R46 NewDesignator=R24
Change Component Designator: OldDesignator=R47 NewDesignator=R25
Change Component Designator: OldDesignator=R48 NewDesignator=R26
Change Component Designator: OldDesignator=R49 NewDesignator=R27
Change Component Designator: OldDesignator=R50 NewDesignator=R28
Change Component Designator: OldDesignator=R51 NewDesignator=R29
Change Component Designator: OldDesignator=R52 NewDesignator=R30
Change Component Designator: OldDesignator=R53 NewDesignator=R31
Change Component Designator: OldDesignator=R54 NewDesignator=R32
Change Component Designator: OldDesignator=R55 NewDesignator=R33
